id,accession_no_csv,object_work_type,title_text
06fd43fa-40ec-4160-920e-624bced0f271,2017-00184-006,black-and-white photographs,Lim Hong Pei Collection: Photographs  ????? Lim Hong Pei Collection: Lim Hong Pei on ship
8ceab5e9-1e73-4853-9f0f-2d24a88b7193,2017-00184-007,black-and-white photographs,Lim Hong Pei Collection: Photographs  ????? Lim Hong Pei Collection: soldier sitting behind desk
2595eecc-2219-40c9-b801-98f58af24573,2017-00184-008,black-and-white photographs,Lim Hong Pei Collection: Photographs  ????? Lim Hong Pei Collection: soldier in uniform
41be4a51-6354-4f7d-b52a-1a690385cc10,2017-00184-009,black-and-white photographs,Lim Hong Pei Collection: Photographs  ????? Lim Hong Pei Collection: group by roadside
b9c0f7e5-1431-4cdb-b6d6-81cc7b72f7f2,2017-00184-010,black-and-white photographs,Lim Hong Pei Collection: Photographs  ????? Lim Hong Pei Collection: group of soldiers
140d1070-9e2b-46f0-bb66-e1e953780c04,2017-00184-011,black-and-white photographs portraits,Lim Hong Pei Collection: Photographs  ????? Lim Hong Pei Collection: Lim Hong Pei
c3b74044-0fe0-42db-b53b-8584138fd27b,2017-00184-012,black-and-white photographs portraits,Lim Hong Pei Collection: Photographs  ????? Lim Hong Pei Collection: Lim Hong Pei
92e21988-71de-4b25-aeed-dc6e761f08c4,2017-00184-013,black-and-white photographs,Lim Hong Pei Collection: Photographs  ????? Lim Hong Pei Collection: Lim Hong Pei and three boys
22c3b71b-68d3-4ed3-842e-4aa1dfd3a922,2017-00184-014,black-and-white photographs,Lim Hong Pei Collection: Photographs  ????? Lim Hong Pei Collection: Lim Hong Pei with man in suit
9cc6bbd8-0d68-4ae4-b7cc-5c25105401ae,2017-00184-015,black-and-white photographs,Lim Hong Pei Collection: Photographs  ????? Lim Hong Pei Collection: three soldiers
92b05f9d-fd44-4307-9f4b-1ebd189901f4,2017-00184-016,black-and-white photographs,Lim Hong Pei Collection: Photographs  ????? Lim Hong Pei Collection: group portrait
e1232a4a-78a7-4115-b51a-02079baa3e31,2017-00184-017,black-and-white photographs,Lim Hong Pei Collection: Photographs  ????? Lim Hong Pei Collection: group of soldiers
df5483c3-4691-4bf2-a1dd-2731f40acc9a,2017-00184-018,black-and-white photographs,Lim Hong Pei Collection: Photographs  ????? Lim Hong Pei Collection: military officers
562cbe07-3b5f-4c1f-83d2-422984c328bf,2017-00185,publications (documents) books,Lim Hong Pei Collection: Reproduction of a publication on Force 136  ?????
578ac846-755f-4d86-be52-57df710ea626,2017-00186,messenger bags,Chan Phui Kong Collection: Canvas bag
fa26c1ea-216f-42d5-83d1-f5beee5d3667,2017-00187,berets,Chan Phui Kong Collection: Cap
e54db2a5-42bb-4a6a-ae08-38d879b409ff,2017-00188,shirts (main garments),Chan Phui Kong Collection: Shirt
2bb4f1c3-9d87-462d-84b3-ca0acef408fc,2017-00189,scarves (costume accessories),Chan Phui Kong Collection: Scarf
cd373e2f-f8b5-4ef7-b307-57fe5029c4a4,2017-00190,pouches documents (object genre),"Chan Phui Kong Collection: Pouch containing Booklets, a Badge and Notes"
3e9a5672-a739-4319-949f-b28ca8b8dd30,2017-00190-001,surveys (documents),"Chan Phui Kong Collection: Pouch containing Booklets, a Badge and Notes Chan Phui Kong Collection: Military reconnaissance survey form"
2834b110-ad9c-4a5e-a593-24dfbc7d03b6,2017-00190-002,pouches,"Chan Phui Kong Collection: Pouch containing Booklets, a Badge and Notes Chan Phui Kong Collection: Pouch"
bee06f66-2753-4afa-a10d-3393f8dc176e,2017-00190-003,cards (information artifacts),"Chan Phui Kong Collection: Pouch containing Booklets, a Badge and Notes Chan Phui Kong Collection: Card with name"
c4923e09-de99-4ad9-8d1f-745d1fc03adc,2017-00190-004,booklets,"Chan Phui Kong Collection: Pouch containing Booklets, a Badge and Notes Chan Phui Kong Collection: Booklet"
4e4fc2e5-c2df-4d1c-8951-d5eec31430fe,2017-00190-005,booklets,"Chan Phui Kong Collection: Pouch containing Booklets, a Badge and Notes Chan Phui Kong Collection: Booklet"
997f9128-b0fd-4484-9abf-9ef1c60480ba,2017-00190-006,badges,"Chan Phui Kong Collection: Pouch containing Booklets, a Badge and Notes Chan Phui Kong Collection: Badge"
0faeabe7-b873-41b9-b864-fa0f36b0e857,2017-00191,banners,Chan Phui Kong Collection: Banner
e41458d0-4b33-48eb-9651-ab3197a615c2,2017-00192,documents (object genre) black-and-white photographs,"Chan Phui Kong Collection: Japanese Flag, Parachute Cloth, Photographs, Maps, Documents and Scarfs"
6f4de444-6596-44a5-b00f-167a650c5324,2017-00192-001,documents (object genre),"Chan Phui Kong Collection: Japanese Flag, Parachute Cloth, Photographs, Maps, Documents and Scarfs  Chan Phui Kong Collection: Reproduction of a discharge document"
5339dc25-7b69-4cec-8495-7c9eb54eac11,2017-00192-002,maps (documents),"Chan Phui Kong Collection: Japanese Flag, Parachute Cloth, Photographs, Maps, Documents and Scarfs  Chan Phui Kong Collection: Map of Siam, Sumatra"
c209db6f-0913-4adb-b52c-3b1137bff657,2017-00192-003,flags,"Chan Phui Kong Collection: Japanese Flag, Parachute Cloth, Photographs, Maps, Documents and Scarfs  Chan Phui Kong Collection: Japanese Flag"
5dae4d25-732e-4a45-96d1-778535032710,2017-00192-004,cloth,"Chan Phui Kong Collection: Japanese Flag, Parachute Cloth, Photographs, Maps, Documents and Scarfs  Chan Phui Kong Collection: Parachute cloth"
f0991add-d8ed-4a10-b00a-42f6650fa422,2017-00192-005,black-and-white photographs,"Chan Phui Kong Collection: Japanese Flag, Parachute Cloth, Photographs, Maps, Documents and Scarfs  Chan Phui Kong Collection: Military men on hilltop"
db712ea3-f765-48d9-886b-2991159aae9c,2017-00192-006,black-and-white photographs,"Chan Phui Kong Collection: Japanese Flag, Parachute Cloth, Photographs, Maps, Documents and Scarfs  Chan Phui Kong Collection: Soldiers on the street"
d1f41809-6d59-40de-a488-3889751996d9,2017-00192-007,black-and-white photographs,"Chan Phui Kong Collection: Japanese Flag, Parachute Cloth, Photographs, Maps, Documents and Scarfs  Chan Phui Kong Collection: Parade"
785ad0e2-5139-4463-b972-469c8ca2ae2b,2017-00192-008,black-and-white photographs,"Chan Phui Kong Collection: Japanese Flag, Parachute Cloth, Photographs, Maps, Documents and Scarfs  Chan Phui Kong Collection: Parachutes"
f7885857-4460-4999-9a81-21efc9c58655,2017-00192-009,black-and-white photographs,"Chan Phui Kong Collection: Japanese Flag, Parachute Cloth, Photographs, Maps, Documents and Scarfs  Chan Phui Kong Collection: Street view"
ce1d3c5e-b8e2-4361-a8d4-217903443e1e,2017-00192-010,black-and-white photographs,"Chan Phui Kong Collection: Japanese Flag, Parachute Cloth, Photographs, Maps, Documents and Scarfs  Chan Phui Kong Collection: Plane"
1e8699f5-16c8-4d9f-9e9e-c5affb2b1827,2017-00192-011,black-and-white photographs,"Chan Phui Kong Collection: Japanese Flag, Parachute Cloth, Photographs, Maps, Documents and Scarfs  Chan Phui Kong Collection: Shelter in the jungle"
77cfa702-02c2-4a72-abe4-61e695eb7468,2017-00193,black-and-white photographs,Chan Phui Kong Collection:  Photographs depicting Force 136 Members
b4224e45-0cb7-466b-a8df-8610fbc81cda,2017-00193-001,black-and-white photographs,Chan Phui Kong Collection:  Photographs depicting Force 136 Members  Chan Phui Kong Collection: Crowd at military procession
c0b4f588-5cf1-41dc-a022-038e1252a886,2017-00193-002,black-and-white photographs,Chan Phui Kong Collection:  Photographs depicting Force 136 Members  Chan Phui Kong Collection: Military officer
8665b664-29b7-485d-b752-983ad6d5b0c0,2017-00193-003,black-and-white photographs,Chan Phui Kong Collection:  Photographs depicting Force 136 Members  Chan Phui Kong Collection: Military march
58710390-8cb1-496c-b8bc-a0fff55457ef,2017-00193-004,black-and-white photographs,Chan Phui Kong Collection:  Photographs depicting Force 136 Members  Chan Phui Kong Collection: Military officers
d461f9cb-6e4d-42f3-9f17-586586f5170a,2017-00193-005,black-and-white photographs,Chan Phui Kong Collection:  Photographs depicting Force 136 Members  Chan Phui Kong Collection: Soldiers collecting weapons
6bf073eb-f1fd-402b-85da-47eafa255b4c,2017-00193-006,black-and-white photographs,Chan Phui Kong Collection:  Photographs depicting Force 136 Members  Chan Phui Kong Collection: Military funeral procession
ce9f80bf-14e6-4f7c-99ff-b49ca4ebe3a9,2017-00193-007,black-and-white photographs,Chan Phui Kong Collection:  Photographs depicting Force 136 Members  Chan Phui Kong Collection: Military funeral procession
b9360944-ff6b-4cc7-ba86-a430a6037aff,2017-00193-008,black-and-white photographs,Chan Phui Kong Collection:  Photographs depicting Force 136 Members  Chan Phui Kong Collection: soldiers by boats
e0a57e01-beed-4d91-8ed8-05615ef7af70,2017-00193-009,black-and-white photographs,Chan Phui Kong Collection:  Photographs depicting Force 136 Members  Chan Phui Kong Collection: soldier by car
10c1e75f-0159-49af-a727-e56b9ed81759,2017-00193-010,black-and-white photographs,Chan Phui Kong Collection:  Photographs depicting Force 136 Members  Chan Phui Kong Collection: group of soldiers
b2a9289b-0e5a-46ff-8dd3-aee83fce1079,2017-00193-011,black-and-white photographs,Chan Phui Kong Collection:  Photographs depicting Force 136 Members  Chan Phui Kong Collection: two soldiers by vehicle
f670a3cb-f593-43ed-a591-894733e3953e,2017-00222-001 and 002,cookbooks compilations (arranged works),A Friend in Need: English-Tamil Cookery Book and case A Friend in Need
3756b956-6c56-4ffb-8093-f63ab55988c0,2017-00223,dictionaries,"Pocket sized French-Dutch-Malay Dictionary LONG, G. and HOCHREUTINER, Bénédict Pierre Georges.  Petit dictionnaire Français-Hollandais-Malais dans l'ordre alphabétique des trois langues... Kleine alfabetische woordenlijst in het Fransch-Hollandsch-Maleisch... Kitab lograt dari bahasa Melajoe, Wolanda dan Prantjis.  Batavia, Kolff & Co, 1906."
3cb6d887-f7d8-4fae-be4a-a05d049c0911,2017-00224,dictionaries,"English-Malay bi-directional Dictionary  BOWREY, Thomas.  A dictionary English and Malayo, Malayo and English. To which is added some short grammar rules and directions for the better observation of the propriety and elegancy of this language.  London, Sam. Bridge for the author, 1701."
8e60a7be-4ec8-47eb-9f55-eeff322d9bcc,2017-00225-001,gelatin silver prints  photographic prints  black-and-white prints (photographs),Miniatures from The Sunny Orient where Sorrow Smiles and Poverty and Riches – Sin and Sanctity – Beauty and Ugliness all keep company Scenery Of Boats Sailing On The Ocean
f815c125-e3ea-41f5-bdb4-6cd3a6fc82d7,2017-00225-001 to 041,photograph albums,Miniatures from The Sunny Orient where Sorrow Smiles and Poverty and Riches – Sin and Sanctity – Beauty and Ugliness all keep company
d1cfe7c3-b566-474d-9806-202cdc0cd85a,2017-00225-002,gelatin silver prints  photographic prints  black-and-white prints (photographs),Miniatures from The Sunny Orient where Sorrow Smiles and Poverty and Riches – Sin and Sanctity – Beauty and Ugliness all keep company Boats Sailing On Water With Moutains In The Background
a01bc2d8-9db8-435d-9e0e-89c50d7140f0,2017-00225-003,gelatin silver prints  photographic prints  black-and-white prints (photographs),Miniatures from The Sunny Orient where Sorrow Smiles and Poverty and Riches – Sin and Sanctity – Beauty and Ugliness all keep company Boats Sailing on Water
206fdcc8-f10a-4b56-9114-02f13f3fabc0,2017-00225-004,gelatin silver prints  photographic prints  black-and-white prints (photographs),Miniatures from The Sunny Orient where Sorrow Smiles and Poverty and Riches – Sin and Sanctity – Beauty and Ugliness all keep company Two Men Casting A Fishing Net from Boats
ca56aa85-b7b6-4640-8e21-ed90aac5f47d,2017-00225-005,gelatin silver prints  photographic prints  black-and-white prints (photographs),Miniatures from The Sunny Orient where Sorrow Smiles and Poverty and Riches – Sin and Sanctity – Beauty and Ugliness all keep company Docked Boats
dc3cb3b4-bdab-4369-a308-69522bb1eca5,2017-00225-006,gelatin silver prints  photographic prints  black-and-white prints (photographs),Miniatures from The Sunny Orient where Sorrow Smiles and Poverty and Riches – Sin and Sanctity – Beauty and Ugliness all keep company Double Masted Junk
0a6ae4a9-b13d-46b7-bb61-13a6dc9ce43c,2017-00225-007,gelatin silver prints  photographic prints  black-and-white prints (photographs),Miniatures from The Sunny Orient where Sorrow Smiles and Poverty and Riches – Sin and Sanctity – Beauty and Ugliness all keep company Double Masted Junk
db787838-f318-43f5-aaaa-0b2434de121c,2017-00225-008,gelatin silver prints  photographic prints  black-and-white prints (photographs),Miniatures from The Sunny Orient where Sorrow Smiles and Poverty and Riches – Sin and Sanctity – Beauty and Ugliness all keep company Chinese Decorative Motifs On Sterns of Junks
4a880bdc-9ecc-4fe3-a368-757d790378f4,2017-00225-009,gelatin silver prints  photographic prints  black-and-white prints (photographs),Miniatures from The Sunny Orient where Sorrow Smiles and Poverty and Riches – Sin and Sanctity – Beauty and Ugliness all keep company Junk
f0a5398c-cdd6-4c90-b174-4f814e8bfe17,2017-00225-010,gelatin silver prints  photographic prints  black-and-white prints (photographs),Miniatures from The Sunny Orient where Sorrow Smiles and Poverty and Riches – Sin and Sanctity – Beauty and Ugliness all keep company Close Up Of A Section Of A Wooden Boat With Three Seated Men
610cd3e3-b2d5-4e00-9bb7-0a5bdd02f4a9,2017-00225-011,gelatin silver prints  photographic prints  black-and-white prints (photographs),Miniatures from The Sunny Orient where Sorrow Smiles and Poverty and Riches – Sin and Sanctity – Beauty and Ugliness all keep company Boat Raised By Planks On A Bed Of Rocks
d68ea31f-6b04-4760-9373-9e0476645545,2017-00225-012,gelatin silver prints  photographic prints  black-and-white prints (photographs),Miniatures from The Sunny Orient where Sorrow Smiles and Poverty and Riches – Sin and Sanctity – Beauty and Ugliness all keep company Wooden Boat Riding a Tide
2ce41a9d-ecc0-49e0-97c9-f6944a5a9a7e,2017-00225-013,gelatin silver prints  photographic prints  black-and-white prints (photographs),Miniatures from The Sunny Orient where Sorrow Smiles and Poverty and Riches – Sin and Sanctity – Beauty and Ugliness all keep company Docked Boats
ea6b354b-729c-46df-b242-3b647a92e858,2017-00225-014,gelatin silver prints  photographic prints  black-and-white prints (photographs),Miniatures from The Sunny Orient where Sorrow Smiles and Poverty and Riches – Sin and Sanctity – Beauty and Ugliness all keep company Dental Clinic with Signboard
7723b085-5b15-4eba-9cf7-140d88ea76b3,2017-00225-015,gelatin silver prints  photographic prints  black-and-white prints (photographs),Miniatures from The Sunny Orient where Sorrow Smiles and Poverty and Riches – Sin and Sanctity – Beauty and Ugliness all keep company Chinese Grave
46146f3a-aa9e-4062-a967-b61acb5783fa,2017-00225-016,gelatin silver prints  photographic prints  black-and-white prints (photographs),Miniatures from The Sunny Orient where Sorrow Smiles and Poverty and Riches – Sin and Sanctity – Beauty and Ugliness all keep company Lighting Firecrackers
0da1bc88-8b62-40de-b86b-45af2af8f80e,2017-00225-017,gelatin silver prints  photographic prints  black-and-white prints (photographs),Miniatures from The Sunny Orient where Sorrow Smiles and Poverty and Riches – Sin and Sanctity – Beauty and Ugliness all keep company Woman Carrying A Shoulder Pole with Baskets and Walking Down the Pavement In The Woods
623e2d3b-e617-46fa-8597-bb894a93af6c,2017-00225-018,gelatin silver prints  photographic prints  black-and-white prints (photographs),Miniatures from The Sunny Orient where Sorrow Smiles and Poverty and Riches – Sin and Sanctity – Beauty and Ugliness all keep company A Group of People Sitting On The Steps
73a483b1-6780-486f-9aac-7a7f16d4be2e,2017-00225-019,gelatin silver prints  photographic prints  black-and-white prints (photographs),Miniatures from The Sunny Orient where Sorrow Smiles and Poverty and Riches – Sin and Sanctity – Beauty and Ugliness all keep company Man Standing Along The Walkway
7b871e84-f89c-402b-902a-57a387dc46de,2017-00225-020,gelatin silver prints  photographic prints  black-and-white prints (photographs),Miniatures from The Sunny Orient where Sorrow Smiles and Poverty and Riches – Sin and Sanctity – Beauty and Ugliness all keep company View Of Man Standing In Front of a Ritual Vessel
27770bff-0069-428c-b678-41ede22d9de8,2017-00225-021,gelatin silver prints  photographic prints  black-and-white prints (photographs),Miniatures from The Sunny Orient where Sorrow Smiles and Poverty and Riches – Sin and Sanctity – Beauty and Ugliness all keep company View of Man Standing At An Entrance With Two Drums Flanking
1ac21401-4a84-4e97-874c-52e49a53d6d6,2017-00225-022,gelatin silver prints  photographic prints  black-and-white prints (photographs),Miniatures from The Sunny Orient where Sorrow Smiles and Poverty and Riches – Sin and Sanctity – Beauty and Ugliness all keep company View of Two Men In Conversation Over An Elaborately Carved Railing
